Stock Symbol,Company Name,DARS Rating,Ex-Div Date,Payout Frequency,Div Payout,Pay Date,Qualified Dividend,Stock Price,Yield,Sector,Industry,Record Date,Declare Date,ADR
GPC,Genuine Parts,3.4,2020-03-05,Quarter,$0.7900,2020-04-01,Qualified,$95.21,3.28%,Services,Auto Parts Wholesale,2020-03-06,2020-02-17,No
TVC,Tennessee Valley Authority 5.46% PARRS Ser D 06/01/2028,N/A,2020-02-27,Quarter,$0.2219,2020-03-01,Non-Qualified,$26.92,3.28%,Uncategorized,Other,2020-02-28,2020-01-21,No
CBT,Cabot Corp,3.6,2020-02-27,Quarter,$0.3500,2020-03-13,Qualified,$40.99,3.26%,Basic Materials,Specialty Chemicals,2020-02-28,2020-01-10,No
FBPI,"First Bancorp Of Indiana, Inc.",N/A,2020-02-28,Quarter,$0.1550,2020-03-13,Qualified,$19.16,3.24%,Uncategorized,Other,2020-03-02,2020-02-19,No
WHR,Whirlpool,2.6,2020-02-27,Quarter,$1.2000,2020-03-15,Qualified,$141.10,3.22%,Consumer Goods,Appliances,2020-02-28,2020-02-18,No
CYFL,Century Financial Corp.,N/A,2020-03-05,Quarter,$0.1900,2020-03-20,Unknown,$23.75,3.20%,Uncategorized,Other,2020-03-06,2020-02-17,No
CBFV,"CB Financial Services, Inc.",4.0,2020-03-05,Quarter,$0.2400,2020-03-16,Qualified,$30.21,3.16%,Financial,Regional Northeast Banks,2020-03-06,2020-02-19,No
GLW,Corning Inc.,3.0,2020-02-27,Quarter,$0.2200,2020-03-31,Qualified,$26.99,3.15%,Technology,Communication Equipment,2020-02-28,2020-02-05,No
AGR,"Avangrid, Inc.",2.6,2020-03-05,Quarter,$0.4400,2020-04-01,Unknown,$55.88,3.14%,Utilities,Diversified Utilities,2020-03-06,2020-02-19,No
SIX,Six Flags Entertainment,1.8,2020-03-03,Quarter,$0.2500,2020-03-11,Qualified,$31.33,3.14%,Services,Entertainment Diversified,2020-03-04,2020-02-20,No
MLCO,Melco Resorts & Entertainment Ltd,2.6,2020-02-28,Quarter,$0.1631,2020-03-12,Unknown,$19.89,3.12%,Services,Resorts And Casinos,2020-03-02,N/A,Yes
HAYN,Haynes International Inc.,1.2,2020-02-28,Quarter,$0.2200,2020-03-16,Qualified,$27.02,3.11%,Industrial Goods,Metal Fabrication,2020-03-02,2020-01-30,No
NESW,New England Service Co,N/A,2020-03-05,Quarter,$0.1850,2020-03-16,Qualified,$24.00,3.08%,Uncategorized,Other,2020-03-06,2020-02-20,No
MXIM,Maxim Integrated Products,3.2,2020-02-26,Quarter,$0.4800,2020-03-13,Qualified,$59.36,3.08%,Technology,Semiconductor Broad Line,2020-02-27,2020-01-28,No
ONB,Old National Bancorp,3.0,2020-02-28,Quarter,$0.1400,2020-03-16,Qualified,$17.75,3.08%,Financial,Regional Midwest Banks,2020-03-02,2020-01-21,No
CFR,CullenFrost Bankers Inc. ,2.8,2020-02-27,Quarter,$0.7100,2020-03-13,Qualified,$89.60,3.05%,Financial,Regional Southwest Banks,2020-02-28,2020-01-29,No
AMNB,American National Bankshares,3.8,2020-03-05,Quarter,$0.2700,2020-03-20,Non-Qualified,$34.33,3.04%,Financial,Regional Mid Atlantic Banks,2020-03-06,2020-02-18,No
KMB,Kimberly-Clark,3.6,2020-03-05,Quarter,$1.0700,2020-04-02,Qualified,$141.02,3.03%,Consumer Goods,Personal Products,2020-03-06,2020-01-23,No
PFIS,Peoples Financial Services Corp,2.0,2020-02-27,Quarter,$0.3600,2020-03-13,Non-Qualified,$47.15,3.02%,Financial,Regional Northeast Banks,2020-02-28,2020-02-07,No
SON,Sonoco Products,3.6,2020-02-25,Quarter,$0.4300,2020-03-10,Qualified,$55.16,3.02%,Consumer Goods,Paper And Paper Products,2020-02-26,2020-02-12,No
WYNN,Wynn Resorts,2.2,2020-02-25,Quarter,$1.0000,2020-03-06,Qualified,$127.95,3.00%,Services,Resorts And Casinos,2020-02-26,2020-02-06,No
BOH,Bank of Hawaii,4.0,2020-02-27,Quarter,$0.6700,2020-03-13,Qualified,$86.96,3.00%,Financial,Regional Pacific Banks,2020-02-28,2020-01-24,No
EXSR,Exchange Bank,N/A,2020-03-05,Quarter,$1.2000,2020-03-20,Qualified,$160.01,3.00%,Uncategorized,Other,2020-03-06,2020-02-19,No
MNMB,Merchants & Marine Bancorp Inc,N/A,2020-03-05,Quarter,$0.3000,2020-04-01,Qualified,$40.05,2.99%,Uncategorized,Other,2020-03-06,2020-02-11,No
CPA,Copa Holdings S.A,2.2,2020-02-27,Quarter,$0.8000,2020-03-13,Unknown,$100.01,2.98%,Services,Regional Airlines,2020-02-28,2020-02-12,No
AROW,Arrow Financial,3.0,2020-03-02,Quarter,$0.2600,2020-03-13,Qualified,$34.28,2.98%,Financial,Regional Northeast Banks,2020-03-03,2020-01-29,No
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,N/A,2020-03-02,Monthly,$0.0228,2020-03-16,Unknown,$9.23,2.95%,Uncategorized,Other,2020-03-03,2020-02-20,No
UFCS,United Fire & Casualty,1.8,2020-03-05,Quarter,$0.3300,2020-03-20,Qualified,$44.47,2.94%,Financial,Property And Casualty Insurance,2020-03-06,2020-02-21,No
EVR,Evercore Partners,1.6,2020-02-27,Quarter,$0.5800,2020-03-13,Qualified,$76.60,2.93%,Financial,Asset Management,2020-02-28,2020-01-28,No
AE,Adams Resources & Energy,1.8,2020-03-05,Quarter,$0.2400,2020-03-20,Qualified,$31.60,2.93%,Services,Basic Materials Wholesale,2020-03-06,2020-02-20,No
ANAT,American National Insurance,1.6,2020-03-05,Quarter,$0.8200,2020-03-20,Qualified,$110.10,2.92%,Financial,Life Insurance,2020-03-06,2020-02-20,No
FNCB,"FNCB Bancorp, Inc.",1.6,2020-02-28,Quarter,$0.0550,2020-03-16,Qualified,$7.55,2.90%,Financial,Regional Northeast Banks,2020-03-02,2020-01-22,No
NUVR,Nuvera Communications Inc,N/A,2020-03-05,Quarter,$0.1300,2020-03-16,Qualified,$17.60,2.87%,Uncategorized,Other,2020-03-06,2020-02-14,No
QEP,QEP Resources,1.6,2020-03-05,Quarter,$0.0200,2020-03-20,Qualified,$2.46,2.87%,Basic Materials,Oil And Gas Drilling And Exploration,2020-03-06,2020-02-19,No
TRMK,Trustmark Corp,3.0,2020-02-27,Quarter,$0.2300,2020-03-15,Qualified,$31.17,2.86%,Financial,Regional Southeast Banks,2020-03-01,2020-01-28,No
SEBC,Southeastern Banking Corp.,N/A,2020-03-04,Quarter,$0.1500,2020-03-12,Qualified,$21.00,2.84%,Uncategorized,Other,2020-03-05,2020-02-20,No
RCL,Royal Caribbean Cruises Ltd.,3.6,2020-03-05,Quarter,$0.7800,2020-04-06,Unknown,$99.49,2.84%,Services,Resorts And Casinos,2020-03-06,2020-02-20,No
MINI,Mobile Mini Inc,3.4,2020-02-25,Quarter,$0.3030,2020-03-11,Qualified,$40.44,2.82%,Consumer Goods,Packaging And Containers,2020-02-26,2020-01-28,No
ACNB,ACNB Corp. Com.,1.8,2020-02-27,Quarter,$0.2500,2020-03-13,Qualified,$34.40,2.80%,Financial,Regional Southwest Banks,2020-02-28,2020-01-23,No
MGA,Magna International,2.6,2020-03-05,Quarter,$0.4000,2020-03-20,Unknown,$49.86,2.78%,Consumer Goods,Auto Parts,2020-03-06,2020-02-21,No
QCOM,"Qualcomm, Inc.",2.6,2020-03-04,Quarter,$0.6200,2020-03-26,Qualified,$83.63,2.77%,Technology,Communication Equipment,2020-03-05,2020-01-17,No
CHRW,C.H. Robinson Worldwide,3.6,2020-03-05,Quarter,$0.5100,2020-03-27,Qualified,$72.57,2.74%,Services,Air Delivery And Freight Services,2020-03-06,2020-02-06,No
MOFG,"MidWestOne Financial Group, Inc.",2.8,2020-02-28,Quarter,$0.2200,2020-03-16,Qualified,$31.15,2.73%,Financial,Regional Southwest Banks,2020-03-02,2020-01-22,No
NBTB,NBT Bancorp,3.0,2020-02-27,Quarter,$0.2700,2020-03-13,Qualified,$38.16,2.73%,Financial,Regional Northeast Banks,2020-02-28,2020-01-27,No
HWC,Hancock Whitney Corporation,3.0,2020-03-04,Quarter,$0.2700,2020-03-16,Qualified,$38.08,2.71%,Financial,Regional Southeast Banks,2020-03-05,2020-01-27,No
FLR,Fluor Corp,2.2,2020-02-28,Quarter,$0.1000,2020-04-02,Qualified,$13.77,2.71%,Industrial Goods,Heavy Construction,2020-03-02,2020-02-06,No
OMF,"OneMain Holdings, Inc.",3.0,2020-02-25,Quarter,$0.3300,2020-03-13,Qualified,$46.52,2.71%,Financial,Credit Services,2020-02-26,2020-02-10,No
FAF,First American Financial,3.0,2020-03-06,Quarter,$0.4400,2020-03-16,Qualified,$65.12,2.71%,Financial,Surety And Title Insurance,2020-03-09,2020-01-23,No
GJT,STRATS Trust AllState Corp 2006-3 Asset Backed Tr Secs 04/01/2036,N/A,2020-02-27,Monthly,$0.0492,2020-03-02,Non-Qualified,$22.08,2.67%,Uncategorized,Other,2020-02-28,2020-02-13,No
SCBH,Seacoast Commerce Banc Holdings,N/A,2020-03-03,Quarter,$0.1200,2020-03-13,Qualified,$17.84,2.67%,Uncategorized,Other,2020-03-04,2020-02-19,No
KRNY,Kearny Financial,2.6,2020-03-03,Quarter,$0.0800,2020-03-18,Qualified,$11.75,2.66%,Financial,Savings And Loans,2020-03-04,2020-02-19,No
HE,Hawaiian Electric Industries,3.6,2020-02-25,Quarter,$0.3300,2020-03-10,Qualified,$49.54,2.65%,Utilities,Electric Utilities,2020-02-26,2020-02-11,No
HCSG,Healthcare Services Group,2.8,2020-02-27,Quarter,$0.2013,2020-03-27,Qualified,$30.55,2.64%,Services,Business Services,2020-02-28,2020-02-11,No
PEP,PepsiCo,3.6,2020-03-05,Quarter,$0.9550,2020-03-31,Qualified,$144.53,2.63%,Consumer Goods,Processed And Packaged Goods,2020-03-06,2020-02-10,No
PII,Polaris Industries,3.8,2020-02-28,Quarter,$0.6200,2020-03-16,Qualified,$87.78,2.62%,Consumer Goods,Recreational Vehicles,2020-03-02,2020-01-31,No
BLK,"BlackRock, Inc.",3.8,2020-03-04,Quarter,$3.6300,2020-03-23,Qualified,$536.43,2.61%,Financial,Investment Brokerage Regional,2020-03-05,2020-01-29,No
MTB,M&T Bank,4.0,2020-02-28,Quarter,$1.1000,2020-03-31,Qualified,$163.95,2.60%,Financial,Regional Northeast Banks,2020-03-02,2020-02-19,No
PCB,Pacific City Financial Corporation,2.6,2020-02-27,Quarter,$0.1000,2020-03-13,Qualified,$15.35,2.59%,Financial,Regional Pacific Banks,2020-02-28,2020-01-23,No
LEA,Lear Corporation,2.6,2020-02-27,Quarter,$0.7700,2020-03-18,Qualified,$112.57,2.58%,Consumer Goods,Auto Parts,2020-02-28,2020-02-06,No
PTVCA,Protective Insurance Corporation Class A,1.4,2020-02-25,Quarter,$0.1000,2020-03-11,Qualified,$15.50,2.58%,Financial,Property And Casualty Insurance,2020-02-26,2020-02-20,No
CRD-B,Crawford & Co. Cl B,N/A,2020-02-26,Quarter,$0.0500,2020-03-11,Qualified,$7.53,2.56%,Uncategorized,Other,2020-02-27,2020-02-11,No
FRME,First Merchants Corp,4.0,2020-03-05,Quarter,$0.2600,2020-03-20,Qualified,$40.37,2.53%,Financial,Regional Midwest Banks,2020-03-06,2020-02-05,No
PTVCB,Protective Insurance Corporation Class B,1.4,2020-02-25,Quarter,$0.1000,2020-03-11,Qualified,$15.66,2.53%,Financial,Property And Casualty Insurance,2020-02-26,2020-02-20,No
HUBB,Hubbell Inc.,3.4,2020-02-27,Quarter,$0.9100,2020-03-16,Qualified,$140.36,2.52%,Technology,Diversified Electronics,2020-02-28,2020-01-31,No
LBRT,Liberty Oilfield Services Inc. Class A,1.6,2020-03-05,Quarter,$0.0500,2020-03-20,Qualified,$7.51,2.51%,Basic Materials,Oil And Gas Equipment And Services,2020-03-06,2020-01-22,No
BWEL,J.G. Boswell Co,N/A,2020-02-27,Quarter,$3.7500,2020-03-10,Qualified,$598.00,2.51%,Uncategorized,Other,2020-03-01,2020-01-15,No
STAR,iStar Inc.,2.6,2020-02-28,Quarter,$0.1000,2020-03-16,Non-Qualified,$16.94,2.48%,Financial,Reit Diversified,2020-03-02,2020-02-20,No
WFC-PR-Z,Wells Fargo & Co. - 4.75% PRF PERPETUAL USD 25 - Ser Z Cl A,N/A,2020-02-27,Quarter,$0.1583,2020-03-16,Qualified,$25.40,2.48%,Uncategorized,Other,2020-02-28,2020-02-14,No
SOR,"Source Capital, Inc.",2.0,2020-02-27,Quarter,$0.2500,2020-03-15,Unknown,$39.80,2.46%,Financial,Closed End Fund Equity,2020-02-28,2020-02-10,No
HBB,Hamilton Beach Brands Holding Co. Class A,1.4,2020-02-27,Quarter,$0.0900,2020-03-13,Qualified,$14.37,2.44%,Technology,Diversified Electronics,2020-02-28,2020-02-12,No
UBOH,United Bancshares Inc. (OH),2.0,2020-02-27,Quarter,$0.1400,2020-03-16,Qualified,$22.49,2.41%,Financial,Money Center Banks,2020-02-28,2020-01-21,No
MBCN,Middlefield Banc Corp,2.0,2020-03-03,Quarter,$0.1500,2020-03-13,Qualified,$24.94,2.41%,Financial,Regional Northeast Banks,2020-03-04,2020-02-11,No
GATX,GATX Corporation,4.0,2020-02-27,Quarter,$0.4800,2020-03-31,Qualified,$75.68,2.40%,Services,Rental And Leasing Services,2020-02-28,2020-01-31,No
HY,"Hyster-Yale Materials Handling, Inc.",2.6,2020-02-28,Quarter,$0.3175,2020-03-13,Qualified,$50.17,2.39%,Consumer Goods,Trucks And Other Vehicles,2020-03-02,2020-02-19,No
KFRC,Kforce Inc.,3.4,2020-03-05,Quarter,$0.2000,2020-03-20,Qualified,$32.71,2.37%,Services,Staffing And Outsourcing Services,2020-03-06,2020-02-05,No
ES,Eversource Energy,4.0,2020-03-03,Quarter,$0.5675,2020-03-31,Qualified,$95.89,2.37%,Utilities,Diversified Utilities,2020-03-04,2020-02-05,No
CCNE,CNB Financial Corp,4.0,2020-02-27,Quarter,$0.1700,2020-03-13,Qualified,$28.38,2.36%,Financial,Regional Northeast Banks,2020-02-28,2020-02-11,No
AVT,"Avnet, Inc.",1.8,2020-03-03,Quarter,$0.2100,2020-03-18,Unknown,$34.20,2.36%,Services,Electronics Wholesale,2020-03-04,2020-02-06,No
HFBK,Harford Bank of Aberdeen,N/A,2020-02-27,Quarter,$0.1700,2020-03-27,Qualified,$29.07,2.34%,Uncategorized,Other,2020-02-28,2020-02-13,No
UIHC,United Insurance Holdings Corp. (NDA),1.6,2020-03-03,Quarter,$0.0600,2020-03-11,Non-Qualified,$10.03,2.34%,Financial,Property And Casualty Insurance,2020-03-04,2020-02-19,No
EIG,Employers Holdings,2.8,2020-03-03,Quarter,$0.2500,2020-03-18,Qualified,$42.40,2.33%,Financial,Property And Casualty Insurance,2020-03-04,2020-02-14,No
MCD,McDonald's,3.8,2020-02-28,Quarter,$1.2500,2020-03-16,Qualified,$214.05,2.32%,Services,Restaurants,2020-03-02,2020-01-23,No
NBHC,National Bank Holdings Corp,3.8,2020-02-27,Quarter,$0.2000,2020-03-13,Qualified,$33.80,2.32%,Financial,Regional Midwest Banks,2020-02-28,2020-01-21,No
DAN,Dana Holding ,2.6,2020-02-27,Quarter,$0.1000,2020-03-20,Qualified,$15.98,2.31%,Consumer Goods,Auto Parts,2020-02-28,2020-02-11,No
TRUX,Truxton Corp,N/A,2020-03-03,Quarter,$0.2800,2020-03-26,Qualified,$48.50,2.31%,Uncategorized,Other,2020-03-04,2020-01-30,No
NUBC,Northumberland Bancorp,N/A,2020-03-06,Quarter,$0.2100,2020-03-16,Qualified,$36.53,2.30%,Uncategorized,Other,2020-03-09,2020-02-18,No
DD,DuPont de Nemours Inc.,2.0,2020-02-27,Quarter,$0.3000,2020-03-16,Qualified,$50.07,2.29%,Basic Materials,Agricultural Chemicals,2020-02-28,2020-02-13,No
LMT,Lockheed Martin,3.8,2020-02-28,Quarter,$2.4000,2020-03-27,Qualified,$420.56,2.24%,Industrial Goods,Aerospace Defense Products And Services,2020-03-02,2020-01-24,No
HIG,Hartford Financial Services,3.0,2020-02-28,Quarter,$0.3250,2020-04-02,Qualified,$57.27,2.24%,Financial,Property And Casualty Insurance,2020-03-02,2020-02-03,No
OTTW,"Ottawa Bancorp, Inc.",2.0,2020-03-03,Quarter,$0.0800,2020-03-18,Qualified,$14.30,2.24%,Financial,Regional Midwest Banks,2020-03-04,2020-02-19,No
FBP,First Bancorp,3.0,2020-02-27,Quarter,$0.0500,2020-03-13,Unknown,$8.70,2.22%,Financial,Foreign Regional Banks,2020-02-28,2020-02-06,No
ULH,Universal Logistics Holdings Inc,2.2,2020-02-28,Quarter,$0.1050,2020-04-06,Qualified,$18.01,2.21%,Services,Trucking,2020-03-02,2020-02-06,No
NSP,"Insperity, Inc.",0.8,2020-03-04,Quarter,$0.4000,2020-03-19,Qualified,$70.62,2.20%,Services,Staffing And Outsourcing Services,2020-03-05,2020-02-19,No
BBD,Banco Bradesco S.A,2.4,2020-03-03,Monthly,$0.0037,2020-04-08,Unknown,$6.92,2.19%,Financial,Foreign Regional Banks,2020-03-04,N/A,Yes
RCKY,"Rocky Brands, Inc.",3.6,2020-02-28,Quarter,$0.1400,2020-03-16,Qualified,$24.88,2.19%,Consumer Goods,Textile Apparel Footwear And Accessories,2020-03-02,2020-02-17,No
BBDO,Banco Bradesco S.A.,1.4,2020-03-03,Monthly,$0.0034,2020-04-08,Unknown,$6.55,2.19%,Financial,Foreign Regional Banks,2020-03-04,N/A,No
SBLK,Star Bulk Carriers Corp Ord,1.6,2020-02-28,Quarter,$0.0500,2020-03-12,Unknown,$8.41,2.19%,Services,Shipping,2020-03-02,2020-02-19,No
HLI,"Houlihan Lokey, Inc.",4.0,2020-03-04,Quarter,$0.3100,2020-03-16,Qualified,$55.34,2.18%,Financial,Investment Brokerage National,2020-03-05,2020-02-03,No
RUTH,"Ruth's Hospitality Group, Inc.",3.6,2020-03-05,Quarter,$0.1500,2020-03-20,Qualified,$21.24,2.18%,Services,Restaurants,2020-03-06,2020-02-21,No
FXNC,"First National Corp. (Strasburg, VA)",N/A,2020-02-27,Quarter,$0.1100,2020-03-13,Qualified,$20.21,2.18%,Uncategorized,Other,2020-02-28,2020-02-12,No
RMAX,Re/Max Holdings Inc,3.8,2020-03-03,Quarter,$0.2200,2020-03-18,Qualified,$32.59,2.17%,Financial,Property Management,2020-03-04,2020-02-19,No
GS,Goldman Sachs,2.8,2020-02-28,Quarter,$1.2500,2020-03-30,Qualified,$224.75,2.17%,Financial,Investment Brokerage National,2020-03-02,2020-01-14,No
TSN,Tyson Foods,2.8,2020-02-27,Quarter,$0.4200,2020-03-13,Qualified,$76.08,2.13%,Consumer Goods,Meat Products,2020-02-28,2019-11-11,No
PTEN,Patterson-UTI Energy,0.8,2020-03-04,Quarter,$0.0400,2020-03-19,Qualified,$6.81,2.12%,Basic Materials,Oil And Gas Drilling And Exploration,2020-03-05,2020-02-06,No
DNKN,Dunkin Brands,3.6,2020-03-06,Quarter,$0.4025,2020-03-18,Qualified,$75.77,2.12%,Services,Restaurants,2020-03-09,2020-02-06,No
UNP,Union Pacific,4.0,2020-02-27,Quarter,$0.9700,2020-03-31,Qualified,$175.63,2.12%,Services,Railroads,2020-02-28,2020-02-06,No
BAC,Bank of America,2.8,2020-03-05,Quarter,$0.1800,2020-03-27,Qualified,$32.92,2.10%,Financial,Money Center Banks,2020-03-06,2020-01-29,No
MLHR,Herman Miller,3.6,2020-02-27,Quarter,$0.2100,2020-04-15,Qualified,$38.44,2.09%,Consumer Goods,Business Equipment,2020-02-29,2020-01-16,No
CPKF,Chesapeake Financial Shares Inc,N/A,2020-02-27,Quarter,$0.1250,2020-03-13,Qualified,$23.80,2.08%,Uncategorized,Other,2020-03-01,2020-01-17,No
JFWV,Jefferson Security Bank,N/A,2020-02-28,Semi Annually,$0.9500,2020-03-13,Qualified,$92.34,2.06%,Uncategorized,Other,2020-03-02,2020-02-19,No
CASS,Cass Information Systems,2.0,2020-03-02,Quarter,$0.2700,2020-03-13,Qualified,$51.98,2.04%,Financial,Regional Southwest Banks,2020-03-03,2020-01-28,No
WEN,The Wendy's Company,3.6,2020-02-28,Quarter,$0.1200,2020-03-16,Qualified,$23.51,2.03%,Services,Restaurants,2020-03-02,2020-02-20,No
FF,FutureFuel Corp.,1.4,2020-02-28,Quarter,$0.0600,2020-03-16,Qualified,$11.36,2.03%,Basic Materials,Chemicals Major Diversified,2020-03-02,2019-12-03,No
CNS,Cohen & Steers Inc.,3.8,2020-02-28,Quarter,$0.3900,2020-03-12,Qualified,$75.61,2.03%,Financial,Asset Management,2020-03-02,2020-02-20,No
MCS,Marcus Corp,3.4,2020-02-28,Quarter,$0.1700,2020-03-16,Qualified,$31.19,2.03%,Services,Lodging,2020-03-02,2020-02-19,No
CR,Crane Co.,3.8,2020-02-27,Quarter,$0.4300,2020-03-11,Qualified,$81.58,2.03%,Conglomerates,Conglomerates General,2020-02-28,2020-01-27,No
NEE,"NextEra Energy, Inc.",3.0,2020-02-27,Quarter,$1.4000,2020-03-16,Qualified,$276.90,2.02%,Utilities,Electric Utilities,2020-02-28,2020-02-14,No
ADI,Analog Devices,3.4,2020-02-27,Quarter,$0.6200,2020-03-10,Qualified,$117.57,2.02%,Technology,Semiconductor Broad Line,2020-02-28,2020-02-18,No
VVV,Valvoline Inc.,N/A,2020-02-27,Quarter,$0.1130,2020-03-16,Qualified,$21.79,2.02%,Uncategorized,Other,2020-02-28,2020-01-29,No
HON,Honeywell ,4.0,2020-02-27,Quarter,$0.9000,2020-03-06,Qualified,$175.73,2.00%,Industrial Goods,Aerospace Defense Products And Services,2020-02-28,2020-02-13,No
BWA,BorgWarner Inc.,2.6,2020-02-28,Quarter,$0.1700,2020-03-16,Qualified,$32.17,2.00%,Consumer Goods,Auto Parts,2020-03-02,2020-02-13,No
PEBK,Peoples Bancorp of North Carolina,1.8,2020-03-02,Quarter,$0.1500,2020-03-16,Qualified,$27.65,1.98%,Financial,Regional Mid Atlantic Banks,2020-03-03,2020-02-21,No
ARGO,"Argo Group International Holdings, Ltd.",3.6,2020-02-28,Quarter,$0.3100,2020-03-16,Unknown,$61.72,1.98%,Financial,Property And Casualty Insurance,2020-03-02,2020-02-18,No
GABK,Grand Bank Corp,N/A,2020-02-27,Quarter,$30.0000,2020-03-15,Qualified,"$6,100.00",1.97%,Uncategorized,Other,2020-03-01,2020-02-18,No
FANG,"Diamondback Energy, Inc.",2.2,2020-03-02,Quarter,$0.3750,2020-03-10,Qualified,$71.37,1.96%,Basic Materials,Oil And Gas Drilling And Exploration,2020-03-03,2020-02-18,No
FRFC,First Robinson Financial Corp.,N/A,2020-03-06,Quarter,$0.3000,2020-03-23,Qualified,$63.50,1.95%,Uncategorized,Other,2020-03-09,2020-02-18,No
TEX,Terex Corporation,2.4,2020-03-05,Quarter,$0.1200,2020-03-19,Unknown,$23.94,1.94%,Industrial Goods,Farm And Construction Machinery,2020-03-06,2020-02-11,No
BOTJ,"Bank of the James Financial Group, Inc.",1.8,2020-03-05,Quarter,$0.0700,2020-03-20,Qualified,$15.03,1.85%,Financial,Regional Mid Atlantic Banks,2020-03-06,2020-01-24,No
MVBF,MVB Financial Corp.,2.4,2020-02-27,Quarter,$0.0900,2020-03-15,Qualified,$19.44,1.84%,Financial,Regional Mid Atlantic Banks,2020-03-01,2020-02-20,No
SEE,Sealed Air Corp.,3.6,2020-03-05,Quarter,$0.1600,2020-03-20,Qualified,$34.40,1.83%,Consumer Goods,Packaging And Containers,2020-03-06,2020-02-13,No
STNG,Scorpio Tankers Inc.,2.0,2020-02-28,Quarter,$0.1000,2020-03-13,Unknown,$18.41,1.83%,Services,Shipping,2020-03-02,2020-02-18,No
NAD,Nuveen Dividend Advantage Municipal Fund Shs Ben Int,2.6,2020-02-25,Monthly,$0.0227,2020-03-02,Unknown,$15.09,1.82%,Financial,Closed End Fund Debt,2020-02-26,2020-02-18,No
CSGS,"CSG Systems International, Inc.",3.4,2020-03-05,Quarter,$0.2350,2020-03-25,Unknown,$49.93,1.82%,Technology,Business Software And Services,2020-03-06,2020-02-05,No
PIPR,Piper Sandler Co`s,N/A,2020-02-28,Quarter,$0.3750,2020-03-13,Qualified,$78.79,1.81%,Uncategorized,Other,2020-03-02,2020-01-31,No
JACK,Jack in the Box Inc.,4.0,2020-03-02,Quarter,$0.4000,2020-03-17,Qualified,$87.22,1.79%,Services,Restaurants,2020-03-03,2020-02-18,No
PAHC,Phibro Animal Health Corporation,2.4,2020-03-03,Quarter,$0.1200,2020-03-25,Qualified,$26.46,1.79%,Healthcare,Specialized Health Services,2020-03-04,2020-02-03,No
EGOV,NIC Inc.,3.2,2020-03-03,Quarter,$0.0900,2020-03-18,Qualified,$20.01,1.77%,Technology,Application Software,2020-03-04,2020-01-27,No
WM,Waste Management,3.8,2020-03-05,Quarter,$0.5450,2020-03-20,Qualified,$123.86,1.76%,Industrial Goods,Waste Management,2020-03-06,2020-02-18,No
AZN,AstraZeneca,1.8,2020-02-27,Semi Annually,$0.9300,2020-03-30,Unknown,$48.20,1.75%,Healthcare,Drug Manufacturers Major,2020-02-28,N/A,Yes
ALL,Allstate,3.0,2020-02-28,Quarter,$0.5400,2020-04-01,Qualified,$121.66,1.75%,Financial,Property And Casualty Insurance,2020-03-02,2020-02-20,No
HII,Huntington Ingalls Industries Inc,2.8,2020-02-27,Quarter,$1.0300,2020-03-13,Qualified,$233.47,1.75%,Industrial Goods,Aerospace Defense Products And Services,2020-02-28,2020-02-06,No
AVY,Avery Dennison,4.0,2020-03-03,Quarter,$0.5800,2020-03-18,Qualified,$127.86,1.73%,Consumer Goods,Paper And Paper Products,2020-03-04,2020-01-29,No
MGEE,MGE Energy,3.0,2020-02-27,Quarter,$0.3525,2020-03-15,Qualified,$80.27,1.73%,Utilities,Diversified Utilities,2020-03-01,2020-01-17,No
ALGT,Allegiant Travel Company,3.0,2020-02-28,Quarter,$0.7000,2020-03-12,Qualified,$153.67,1.72%,Services,Regional Airlines,2020-03-02,2020-01-30,No
NPO,"EnPro Industries, Inc.",3.6,2020-03-03,Quarter,$0.2600,2020-03-18,Qualified,$57.46,1.71%,Industrial Goods,Industrial Equipment And Components,2020-03-04,2020-02-19,No
SWK,"Stanley Black & Decker, Inc.",4.0,2020-03-02,Quarter,$0.6900,2020-03-17,Qualified,$151.44,1.70%,Industrial Goods,Machine Tools And Accessories,2020-03-03,2020-02-20,No
FFWM,"First Foundation, Inc.",2.6,2020-03-04,Quarter,$0.0700,2020-03-16,Qualified,$16.11,1.69%,Financial,Regional Pacific Banks,2020-03-05,2020-01-28,No
VAC,Marriott Vacations Worldwide Corp,2.8,2020-02-26,Quarter,$0.5400,2020-03-12,Qualified,$118.78,1.69%,Services,Resorts And Casinos,2020-02-27,2020-02-14,No
OPOF,Old Point Financial Corp,2.0,2020-03-03,Quarter,$0.1200,2020-03-27,Qualified,$27.35,1.68%,Financial,Regional Mid Atlantic Banks,2020-03-04,2020-02-21,No
EBAY,eBay Inc,3.4,2020-02-28,Quarter,$0.1600,2020-03-20,Non-Qualified,$37.31,1.68%,Technology,Information Technology Services,2020-03-02,2020-01-28,No
AJG,Arthur J. Gallagher & Co.,3.8,2020-03-05,Quarter,$0.4500,2020-03-20,Qualified,$107.20,1.67%,Financial,Insurance Brokers,2020-03-06,2020-01-29,No
GCCO,Garden City Co Colorado,N/A,2020-03-05,Quarter,$5.0000,2020-03-27,Qualified,"$1,200.00",1.67%,Uncategorized,Other,2020-03-06,2019-12-16,No
CTVA,"Corteva, Inc.",3.4,2020-03-02,Quarter,$0.1300,2020-03-13,Qualified,$30.57,1.67%,Basic Materials,Agricultural Chemicals,2020-03-03,2020-02-21,No
